"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.previous_text","Input.previous_image_url","Input.text","Input.image_url","Answer.generation_error.on","Answer.not_coherent.not_coherent","Answer.somewhat_coherent.somewhat_coherent","Answer.very_coherent.very_coherent","Approve","Reject"
"35ZRNT9RVY47FZVVIYG4H5MYULR3OU","37BTIVOV5QVI0DLOHJMEBAF5O1UJKN","Pick the best category","Classify how coherent two images are","vision, image, classification,","$0.04","Wed Aug 09 07:30:54 PDT 2023","5","BatchId:5117682;OriginalHitTemplateId:928390873;","3600","172800","Wed Aug 16 07:30:54 PDT 2023","","","3LRKMWOKBMNWG5BD69IH3CK06NV2ZP","A14W0AXTJ3R19V","Submitted","Wed Aug 09 07:43:31 PDT 2023","Wed Aug 09 07:43:38 PDT 2023","Fri Aug 11 07:43:38 PDT 2023","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Heat the Coconut Oil in a wide pan over a medium flame, then add the Onion, Garlic, Scallion, and Ground Black Pepper. Reduce the heat to low for about 3-4 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_1.png","Add the Small Shrimp, stir well and cook for another 3 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_2.png","false","true","false","false"
"35ZRNT9RVY47FZVVIYG4H5MYULR3OU","37BTIVOV5QVI0DLOHJMEBAF5O1UJKN","Pick the best category","Classify how coherent two images are","vision, image, classification,","$0.04","Wed Aug 09 07:30:54 PDT 2023","5","BatchId:5117682;OriginalHitTemplateId:928390873;","3600","172800","Wed Aug 16 07:30:54 PDT 2023","","","3SB5N7Y3OKAPTEDU1UQEZHBFYZH0GE","A1IZ4NX41GKU4X","Submitted","Wed Aug 09 07:44:53 PDT 2023","Wed Aug 09 07:45:04 PDT 2023","Fri Aug 11 07:45:04 PDT 2023","","","","11","100% (12/12)","100% (12/12)","100% (12/12)","Heat the Coconut Oil in a wide pan over a medium flame, then add the Onion, Garlic, Scallion, and Ground Black Pepper. Reduce the heat to low for about 3-4 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_1.png","Add the Small Shrimp, stir well and cook for another 3 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_2.png","false","true","false","false"
"35ZRNT9RVY47FZVVIYG4H5MYULR3OU","37BTIVOV5QVI0DLOHJMEBAF5O1UJKN","Pick the best category","Classify how coherent two images are","vision, image, classification,","$0.04","Wed Aug 09 07:30:54 PDT 2023","5","BatchId:5117682;OriginalHitTemplateId:928390873;","3600","172800","Wed Aug 16 07:30:54 PDT 2023","","","3U8YCDAGX6MG63784QVQTVFH4MQ0Q9","A31Z5TPD8QKE26","Submitted","Wed Aug 09 07:45:29 PDT 2023","Wed Aug 09 07:46:29 PDT 2023","Fri Aug 11 07:46:29 PDT 2023","","","","60","0% (0/0)","0% (0/0)","0% (0/0)","Heat the Coconut Oil in a wide pan over a medium flame, then add the Onion, Garlic, Scallion, and Ground Black Pepper. Reduce the heat to low for about 3-4 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_1.png","Add the Small Shrimp, stir well and cook for another 3 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_2.png","false","false","false","true"
"35ZRNT9RVY47FZVVIYG4H5MYULR3OU","37BTIVOV5QVI0DLOHJMEBAF5O1UJKN","Pick the best category","Classify how coherent two images are","vision, image, classification,","$0.04","Wed Aug 09 07:30:54 PDT 2023","5","BatchId:5117682;OriginalHitTemplateId:928390873;","3600","172800","Wed Aug 16 07:30:54 PDT 2023","","","3X87C8JFVNHG7CRKDSEA31L0ZE9QSM","A1FPCIKO68OQ63","Submitted","Wed Aug 09 07:47:05 PDT 2023","Wed Aug 09 07:47:17 PDT 2023","Fri Aug 11 07:47:17 PDT 2023","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","Heat the Coconut Oil in a wide pan over a medium flame, then add the Onion, Garlic, Scallion, and Ground Black Pepper. Reduce the heat to low for about 3-4 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_1.png","Add the Small Shrimp, stir well and cook for another 3 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_2.png","false","true","false","false"
"35ZRNT9RVY47FZVVIYG4H5MYULR3OU","37BTIVOV5QVI0DLOHJMEBAF5O1UJKN","Pick the best category","Classify how coherent two images are","vision, image, classification,","$0.04","Wed Aug 09 07:30:54 PDT 2023","5","BatchId:5117682;OriginalHitTemplateId:928390873;","3600","172800","Wed Aug 16 07:30:54 PDT 2023","","","3J4Q2Z4UTF99ET8TXXOB0QOL5R5QW1","A18LFH7XW61JO9","Submitted","Wed Aug 09 07:47:19 PDT 2023","Wed Aug 09 07:47:32 PDT 2023","Fri Aug 11 07:47:32 PDT 2023","","","","13","100% (5/5)","100% (5/5)","100% (5/5)","Heat the Coconut Oil in a wide pan over a medium flame, then add the Onion, Garlic, Scallion, and Ground Black Pepper. Reduce the heat to low for about 3-4 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_1.png","Add the Small Shrimp, stir well and cook for another 3 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_2.png","false","true","false","false"
"31N9JPQXJ5O4RM2IW45T6AN3NG4NH6","37BTIVOV5QVI0DLOHJMEBAF5O1UJKN","Pick the best category","Classify how coherent two images are","vision, image, classification,","$0.04","Wed Aug 09 07:30:54 PDT 2023","5","BatchId:5117682;OriginalHitTemplateId:928390873;","3600","172800","Wed Aug 16 07:30:54 PDT 2023","","","3PJ71Z61RL8ALTB4J7O4L582ZER91Y","A14W0AXTJ3R19V","Submitted","Wed Aug 09 07:39:21 PDT 2023","Wed Aug 09 07:39:29 PDT 2023","Fri Aug 11 07:39:29 PDT 2023","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","Add the Small Shrimp, stir well and cook for another 3 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_2.png","Turn the heat up to medium high and add the Jamaican Callaloo, Tomato, Scotch Bonnet Pepper, Fresh Thyme, and Sea Salt. After a couple minutes, add the Water and cook until tender.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_3.png","false","false","false","true"
"31N9JPQXJ5O4RM2IW45T6AN3NG4NH6","37BTIVOV5QVI0DLOHJMEBAF5O1UJKN","Pick the best category","Classify how coherent two images are","vision, image, classification,","$0.04","Wed Aug 09 07:30:54 PDT 2023","5","BatchId:5117682;OriginalHitTemplateId:928390873;","3600","172800","Wed Aug 16 07:30:54 PDT 2023","","","33NF62TLX081X6AZDTLZFEI44P3JK6","A31Z5TPD8QKE26","Submitted","Wed Aug 09 07:39:46 PDT 2023","Wed Aug 09 07:40:49 PDT 2023","Fri Aug 11 07:40:49 PDT 2023","","","","63","0% (0/0)","0% (0/0)","0% (0/0)","Add the Small Shrimp, stir well and cook for another 3 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_2.png","Turn the heat up to medium high and add the Jamaican Callaloo, Tomato, Scotch Bonnet Pepper, Fresh Thyme, and Sea Salt. After a couple minutes, add the Water and cook until tender.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_3.png","false","false","true","false"
"31N9JPQXJ5O4RM2IW45T6AN3NG4NH6","37BTIVOV5QVI0DLOHJMEBAF5O1UJKN","Pick the best category","Classify how coherent two images are","vision, image, classification,","$0.04","Wed Aug 09 07:30:54 PDT 2023","5","BatchId:5117682;OriginalHitTemplateId:928390873;","3600","172800","Wed Aug 16 07:30:54 PDT 2023","","","31N2WW6R98WFW6GW9X2FJU9A0W0F3O","A1IZ4NX41GKU4X","Submitted","Wed Aug 09 07:41:07 PDT 2023","Wed Aug 09 07:41:17 PDT 2023","Fri Aug 11 07:41:17 PDT 2023","","","","10","100% (12/12)","100% (12/12)","100% (12/12)","Add the Small Shrimp, stir well and cook for another 3 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_2.png","Turn the heat up to medium high and add the Jamaican Callaloo, Tomato, Scotch Bonnet Pepper, Fresh Thyme, and Sea Salt. After a couple minutes, add the Water and cook until tender.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_3.png","false","false","false","true"
"31N9JPQXJ5O4RM2IW45T6AN3NG4NH6","37BTIVOV5QVI0DLOHJMEBAF5O1UJKN","Pick the best category","Classify how coherent two images are","vision, image, classification,","$0.04","Wed Aug 09 07:30:54 PDT 2023","5","BatchId:5117682;OriginalHitTemplateId:928390873;","3600","172800","Wed Aug 16 07:30:54 PDT 2023","","","3CFJTT4SXAWH7GJ9CHBQZ8YILQFI7O","A3QZMGTVA4VO44","Submitted","Wed Aug 09 07:47:20 PDT 2023","Wed Aug 09 07:47:49 PDT 2023","Fri Aug 11 07:47:49 PDT 2023","","","","29","100% (15/15)","100% (15/15)","100% (15/15)","Add the Small Shrimp, stir well and cook for another 3 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_2.png","Turn the heat up to medium high and add the Jamaican Callaloo, Tomato, Scotch Bonnet Pepper, Fresh Thyme, and Sea Salt. After a couple minutes, add the Water and cook until tender.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_3.png","false","false","false","true"
"31N9JPQXJ5O4RM2IW45T6AN3NG4NH6","37BTIVOV5QVI0DLOHJMEBAF5O1UJKN","Pick the best category","Classify how coherent two images are","vision, image, classification,","$0.04","Wed Aug 09 07:30:54 PDT 2023","5","BatchId:5117682;OriginalHitTemplateId:928390873;","3600","172800","Wed Aug 16 07:30:54 PDT 2023","","","3FFJ6VRILIU3P5JPRIQHKTOVDC9I0O","A1NF6PELRKACS9","Submitted","Wed Aug 09 07:48:48 PDT 2023","Wed Aug 09 07:49:35 PDT 2023","Fri Aug 11 07:49:35 PDT 2023","","","","47","0% (0/0)","0% (0/0)","0% (0/0)","Add the Small Shrimp, stir well and cook for another 3 minutes.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_2.png","Turn the heat up to medium high and add the Jamaican Callaloo, Tomato, Scotch Bonnet Pepper, Fresh Thyme, and Sea Salt. After a couple minutes, add the Water and cook until tender.","https://coherence-annotation-images.s3.amazonaws.com/alpaca/0_3.png","false","false","false","true"
